fdcId,foodDescription,factorIndex,nutrientConversionFactor.type,nutrientConversionFactor.proteinValue,nutrientConversionFactor.fatValue,nutrientConversionFactor.carbohydrateValue,nutrientConversionFactor.value,nutrientConversionFactor.nitrogenValue
2262072,"Peanut butter, creamy",1,.ProteinConversionFactor,,,,5.46,
2262073,"Sesame butter, creamy",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2262073,"Sesame butter, creamy",1,.ProteinConversionFactor,,,,5.3,
2262074,"Almond butter, creamy",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.18
2262074,"Almond butter, creamy",1,.ProteinConversionFactor,,,,5.18,
2262075,"Flaxseed, ground",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2262075,"Flaxseed, ground",1,.ProteinConversionFactor,,,,5.3,
2346384,"Cottage cheese, full fat, large or small curd",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2346384,"Cottage cheese, full fat, large or small curd",1,.ProteinConversionFactor,,,,6.38,
2346385,"Cream cheese, full fat, block",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2346385,"Cream cheese, full fat, block",1,.ProteinConversionFactor,,,,6.38,
2346386,"Cream, heavy",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2346386,"Cream, heavy",1,.ProteinConversionFactor,,,,6.38,
2346387,"Cream, sour, full fat",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2346387,"Cream, sour, full fat",1,.ProteinConversionFactor,,,,6.38,
2346388,"Lettuce, iceberg, raw",0,.ProteinConversionFactor,,,,6.25,
2346388,"Lettuce, iceberg, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2346389,"Lettuce, romaine, green, raw",0,.ProteinConversionFactor,,,,6.25,
2346389,"Lettuce, romaine, green, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2346390,"Lettuce, leaf, red, raw",0,.ProteinConversionFactor,,,,6.25,
2346390,"Lettuce, leaf, red, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2346391,"Lettuce, leaf, green, raw",0,.ProteinConversionFactor,,,,6.25,
2346391,"Lettuce, leaf, green, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2346392,"Nuts, pine nuts, raw",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2346392,"Nuts, pine nuts, raw",1,.ProteinConversionFactor,,,,5.3,
2346393,"Nuts, almonds, whole, raw",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.18
2346393,"Nuts, almonds, whole, raw",1,.ProteinConversionFactor,,,,5.18,
2346394,"Nuts, walnuts, English, halves, raw",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2346394,"Nuts, walnuts, English, halves, raw",1,.ProteinConversionFactor,,,,5.3,
2346395,"Nuts, pecans, halves, raw",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2346395,"Nuts, pecans, halves, raw",1,.ProteinConversionFactor,,,,5.3,
2346396,"Oats, whole grain, rolled, old fashioned",0,.CalorieConversionFactor,3.46,8.37,4.12,,5.83
2346396,"Oats, whole grain, rolled, old fashioned",1,.ProteinConversionFactor,,,,5.83,
2346397,"Oats, whole grain, steel cut",0,.CalorieConversionFactor,3.46,8.37,4.12,,5.83
2346397,"Oats, whole grain, steel cut",1,.ProteinConversionFactor,,,,5.83,
2346398,"Pineapple, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346398,"Pineapple, raw",1,.ProteinConversionFactor,,,,6.25,
2346399,"Cherries, sweet, dark red, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346399,"Cherries, sweet, dark red, raw",1,.ProteinConversionFactor,,,,6.25,
2346400,"Beans, snap, green, raw",0,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2346400,"Beans, snap, green, raw",1,.ProteinConversionFactor,,,,6.25,
2346401,"Potatoes, russet, without skin, raw",0,.CalorieConversionFactor,2.78,8.37,4.03,,6.25
2346401,"Potatoes, russet, without skin, raw",1,.ProteinConversionFactor,,,,6.25,
2346402,"Potatoes, red, without skin, raw",0,.CalorieConversionFactor,2.78,8.37,4.03,,6.25
2346402,"Potatoes, red, without skin, raw",1,.ProteinConversionFactor,,,,6.25,
2346403,"Potatoes, gold, without skin, raw",0,.CalorieConversionFactor,2.78,8.37,4.03,,6.25
2346403,"Potatoes, gold, without skin, raw",1,.ProteinConversionFactor,,,,6.25,
2346404,"Sweet potatoes, orange flesh, without skin, raw",0,.CalorieConversionFactor,2.78,8.37,4.03,,6.25
2346404,"Sweet potatoes, orange flesh, without skin, raw",1,.ProteinConversionFactor,,,,6.25,
2346405,"Celery, raw",0,.ProteinConversionFactor,,,,6.25,
2346405,"Celery, raw",1,.CalorieConversionFactor,2.44,8.37,3.7,,6.25
2346406,"Cucumber, with peel, raw",0,.ProteinConversionFactor,,,,6.25,
2346406,"Cucumber, with peel, raw",1,.CalorieConversionFactor,2.44,8.37,3.7,,6.25
2346407,"Cabbage, green, raw",0,.ProteinConversionFactor,,,,6.25,
2346407,"Cabbage, green, raw",1,.CalorieConversionFactor,2.44,8.37,3.7,,6.25
2346408,"Cabbage, red, raw",0,.ProteinConversionFactor,,,,6.25,
2346408,"Cabbage, red, raw",1,.CalorieConversionFactor,2.44,8.37,3.7,,6.25
2346409,"Strawberries, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346409,"Strawberries, raw",1,.ProteinConversionFactor,,,,6.25,
2346410,"Raspberries, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346410,"Raspberries, raw",1,.ProteinConversionFactor,,,,6.25,
2346411,"Blueberries, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346411,"Blueberries, raw",1,.ProteinConversionFactor,,,,6.25,
2346412,"Grapes, red, seedless, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346412,"Grapes, red, seedless, raw",1,.ProteinConversionFactor,,,,6.25,
2346413,"Grapes, green, seedless, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346413,"Grapes, green, seedless, raw",1,.ProteinConversionFactor,,,,6.25,
2346414,"Applesauce, unsweetened, with added vitamin C",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2346414,"Applesauce, unsweetened, with added vitamin C",1,.ProteinConversionFactor,,,,6.25,
2512371,"Flour, amaranth",0,.CalorieConversionFactor,3.47,8.37,4.07,,5.85
2512371,"Flour, amaranth",1,.ProteinConversionFactor,,,,5.85,
2512372,"Flour, quinoa",0,.CalorieConversionFactor,3.37,8.37,4.07,,5.83
2512372,"Flour, quinoa",1,.ProteinConversionFactor,,,,5.83,
2512373,"Flour, sorghum",0,.CalorieConversionFactor,2.28,8.37,4.07,,5.83
2512373,"Flour, sorghum",1,.ProteinConversionFactor,,,,5.83,
2512374,"Flour, buckwheat",0,.CalorieConversionFactor,3.37,8.37,3.78,,5.83
2512374,"Flour, buckwheat",1,.ProteinConversionFactor,,,,5.83,
2512375,"Flour, rye",0,.CalorieConversionFactor,3.23,8.37,3.99,,5.83
2512375,"Flour, rye",1,.ProteinConversionFactor,,,,5.83,
2512376,"Flour, barley",0,.CalorieConversionFactor,3.55,8.37,3.95,,5.83
2512376,"Flour, barley",1,.ProteinConversionFactor,,,,5.83,
2512377,"Flour, cassava",0,.CalorieConversionFactor,2.78,8.37,4.03,,5.83
2512377,"Flour, cassava",1,.ProteinConversionFactor,,,,5.83,
2512378,"Buckwheat, whole grain",0,.CalorieConversionFactor,3.37,8.37,3.78,,5.83
2512378,"Buckwheat, whole grain",1,.ProteinConversionFactor,,,,5.83,
2512379,"Millet, whole grain",0,.CalorieConversionFactor,3.87,8.37,4.12,,5.83
2512379,"Millet, whole grain",1,.ProteinConversionFactor,,,,5.83,
2512380,"Rice, brown, long grain, unenriched, raw",0,.CalorieConversionFactor,3.41,8.37,4.12,,5.95
2512380,"Rice, brown, long grain, unenriched, raw",1,.ProteinConversionFactor,,,,5.95,
2512381,"Rice, white, long grain, unenriched, raw",0,.CalorieConversionFactor,3.82,8.37,4.16,,5.95
2512381,"Rice, white, long grain, unenriched, raw",1,.ProteinConversionFactor,,,,5.95,
2514743,"Beef, ground, 90% lean meat / 10% fat, raw",0,.ProteinConversionFactor,,,,6.25,
2514743,"Beef, ground, 90% lean meat / 10% fat, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2514744,"Beef, ground, 80% lean meat / 20% fat, raw",0,.ProteinConversionFactor,,,,6.25,
2514744,"Beef, ground, 80% lean meat / 20% fat, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2514745,"Pork, ground, raw",0,.ProteinConversionFactor,,,,6.25,
2514745,"Pork, ground, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2514746,"Chicken, ground, with additives, raw",0,.ProteinConversionFactor,,,,6.25,
2514746,"Chicken, ground, with additives, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2514747,"Turkey, ground, 93% lean/ 7% fat, raw",0,.ProteinConversionFactor,,,,6.25,
2514747,"Turkey, ground, 93% lean/ 7% fat, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2515373,"Nuts, brazilnuts, raw",0,.ProteinConversionFactor,,,,5.46,
2515373,"Nuts, brazilnuts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.46
2515374,"Nuts, cashew nuts, raw",0,.ProteinConversionFactor,,,,5.3,
2515374,"Nuts, cashew nuts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515375,"Nuts, hazelnuts or filberts, raw",0,.ProteinConversionFactor,,,,5.3,
2515375,"Nuts, hazelnuts or filberts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515376,"Peanuts, raw",0,.ProteinConversionFactor,,,,5.46,
2515376,"Peanuts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.46
2515377,"Flour, chestnut",0,.ProteinConversionFactor,,,,5.3,
2515377,"Flour, chestnut",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515378,"Nuts, macadamia nuts, raw",0,.ProteinConversionFactor,,,,5.3,
2515378,"Nuts, macadamia nuts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515379,"Nuts, pistachio nuts, raw",0,.ProteinConversionFactor,,,,5.3,
2515379,"Nuts, pistachio nuts, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515380,"Seeds, pumpkin seeds (pepitas), raw",0,.ProteinConversionFactor,,,,5.3,
2515380,"Seeds, pumpkin seeds (pepitas), raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515381,"Seeds, sunflower seed, kernel, raw",0,.ProteinConversionFactor,,,,5.3,
2515381,"Seeds, sunflower seed, kernel, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2515382,"Flour, coconut",0,.ProteinConversionFactor,,,,5.3,
2515382,"Flour, coconut",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2644281,"Beans, cannellini, dry",0,.ProteinConversionFactor,,,,6.25,
2644281,"Beans, cannellini, dry",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",0,.ProteinConversionFactor,,,,6.25,
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644283,"Lentils, dry",0,.ProteinConversionFactor,,,,6.25,
2644283,"Lentils, dry",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644284,"Blackeye pea, dry",0,.ProteinConversionFactor,,,,6.25,
2644284,"Blackeye pea, dry",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644285,"Beans, black, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644285,"Beans, black, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644286,"Beans, navy, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644286,"Beans, navy, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644291,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644291,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",0,.ProteinConversionFactor,,,,6.25,
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",1,.CalorieConversionFactor,3.47,8.37,4.07,,6.25
2646168,"Pork, loin, boneless, raw",0,.ProteinConversionFactor,,,,6.25,
2646168,"Pork, loin, boneless, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646169,"Pork, loin, tenderloin, boneless, raw",0,.ProteinConversionFactor,,,,6.25,
2646169,"Pork, loin, tenderloin, boneless, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646170,"Chicken, breast, boneless, skinless, raw",0,.ProteinConversionFactor,,,,6.25,
2646170,"Chicken, breast, boneless, skinless, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646171,"Chicken, thigh, boneless, skinless, raw",0,.ProteinConversionFactor,,,,6.25,
2646171,"Chicken, thigh, boneless, skinless, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646172,"Beef, ribeye, steak, boneless, choice, raw",0,.ProteinConversionFactor,,,,6.25,
2646172,"Beef, ribeye, steak, boneless, choice, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646173,"Beef, round, top round, boneless, choice, raw",0,.ProteinConversionFactor,,,,6.25,
2646173,"Beef, round, top round, boneless, choice, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646174,"Beef, chuck, roast, boneless, choice, raw",0,.ProteinConversionFactor,,,,6.25,
2646174,"Beef, chuck, roast, boneless, choice, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2646175,"Beef, flank, steak, boneless, choice, raw",0,.ProteinConversionFactor,,,,6.25,
2646175,"Beef, flank, steak, boneless, choice, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2647437,"Yogurt, plain, nonfat",0,.ProteinConversionFactor,,,,6.38,
2647437,"Yogurt, plain, nonfat",1,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647438,"Cheese, monterey jack, solid",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647438,"Cheese, monterey jack, solid",1,.ProteinConversionFactor,,,,6.38,
2647439,"Cheese, pasteurized process cheese food or product, American, singles",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647439,"Cheese, pasteurized process cheese food or product, American, singles",1,.ProteinConversionFactor,,,,6.38,
2647440,"Cheese, provolone, sliced",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647440,"Cheese, provolone, sliced",1,.ProteinConversionFactor,,,,6.38,
2647441,"Cheese, oaxaca, solid",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647441,"Cheese, oaxaca, solid",1,.ProteinConversionFactor,,,,6.38,
2647442,"Cheese, queso fresco, solid",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647442,"Cheese, queso fresco, solid",1,.ProteinConversionFactor,,,,6.38,
2647443,"Cheese, cotija, solid",0,.CalorieConversionFactor,4.27,8.79,3.87,,6.38
2647443,"Cheese, cotija, solid",1,.ProteinConversionFactor,,,,6.38,
2684440,"Fish, salmon, sockeye, wild caught, raw",0,.ProteinConversionFactor,,,,6.25,
2684440,"Fish, salmon, sockeye, wild caught, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2684441,"Fish, salmon, Atlantic, farm raised, raw",0,.ProteinConversionFactor,,,,6.25,
2684441,"Fish, salmon, Atlantic, farm raised, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2684442,"Fish, tilapia, farm raised, raw",0,.ProteinConversionFactor,,,,6.25,
2684442,"Fish, tilapia, farm raised, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2684443,"Crustaceans, shrimp, farm raised, raw",0,.ProteinConversionFactor,,,,6.25,
2684443,"Crustaceans, shrimp, farm raised, raw",1,.CalorieConversionFactor,4.27,9.02,4.11,,6.25
2684444,"Fish, cod, Atlantic, wild caught, raw",0,.ProteinConversionFactor,,,,6.25,
2684444,"Fish, cod, Atlantic, wild caught, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2684445,"Fish, catfish, farm raised, raw",0,.ProteinConversionFactor,,,,6.25,
2684445,"Fish, catfish, farm raised, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",0,.ProteinConversionFactor,,,,6.25,
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",1,.CalorieConversionFactor,4.27,9.02,4.11,,6.25
2685568,"Squash, summer, green, zucchini, includes skin, raw",0,.ProteinConversionFactor,,,,6.25,
2685568,"Squash, summer, green, zucchini, includes skin, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685569,"Squash, summer, yellow, includes skin, raw",0,.ProteinConversionFactor,,,,6.25,
2685569,"Squash, summer, yellow, includes skin, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685570,"Squash, winter, butternut, raw",0,.ProteinConversionFactor,,,,6.25,
2685570,"Squash, winter, butternut, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685571,"Squash, winter, acorn, raw",0,.ProteinConversionFactor,,,,6.25,
2685571,"Squash, winter, acorn, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685572,"Cabbage, bok choy, raw",0,.ProteinConversionFactor,,,,6.25,
2685572,"Cabbage, bok choy, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685573,"Cauliflower, raw",0,.ProteinConversionFactor,,,,6.25,
2685573,"Cauliflower, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685574,"Collards, raw",0,.ProteinConversionFactor,,,,6.25,
2685574,"Collards, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685575,"Brussels sprouts, raw",0,.ProteinConversionFactor,,,,6.25,
2685575,"Brussels sprouts, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685576,"Beets, raw",0,.ProteinConversionFactor,,,,6.25,
2685576,"Beets, raw",1,.CalorieConversionFactor,2.78,8.37,3.84,,6.25
2685577,"Eggplant, raw",0,.ProteinConversionFactor,,,,6.25,
2685577,"Eggplant, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",0,.ProteinConversionFactor,,,,6.25,
2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685579,"Tomato, sauce, canned, with salt added",0,.ProteinConversionFactor,,,,6.25,
2685579,"Tomato, sauce, canned, with salt added",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685580,"Tomato, paste, canned, without salt added",0,.ProteinConversionFactor,,,,6.25,
2685580,"Tomato, paste, canned, without salt added",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685581,"Tomatoes, crushed, canned",0,.ProteinConversionFactor,,,,6.25,
2685581,"Tomatoes, crushed, canned",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2685582,"Tomato, puree, canned",0,.ProteinConversionFactor,,,,6.25,
2685582,"Tomato, puree, canned",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2710815,"Apricot, with skin, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710815,"Apricot, with skin, raw",1,.ProteinConversionFactor,,,,6.25,
2710816,"Melons, honeydew, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710816,"Melons, honeydew, raw",1,.ProteinConversionFactor,,,,6.25,
2710817,"Plantains, ripe, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710817,"Plantains, ripe, raw",1,.ProteinConversionFactor,,,,6.25,
2710818,"Plantains, underripe, raw",0,.CalorieConversionFactor,2.78,8.37,4.03,,6.25
2710818,"Plantains, underripe, raw",1,.ProteinConversionFactor,,,,6.25,
2710819,"Chia seeds, dry, raw",0,.ProteinConversionFactor,,,,5.3,
2710819,"Chia seeds, dry, raw",1,.CalorieConversionFactor,3.47,8.37,4.07,,5.3
2710820,"Bulgur, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710820,"Bulgur, dry, raw",1,.CalorieConversionFactor,3.59,8.37,3.78,,6.25
2710821,"Wild rice, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710821,"Wild rice, dry, raw",1,.CalorieConversionFactor,3.55,8.37,3.95,,6.25
2710822,"Arugula, baby, raw",0,.ProteinConversionFactor,,,,6.25,
2710822,"Arugula, baby, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2710823,"Asparagus, green, raw",0,.ProteinConversionFactor,,,,6.25,
2710823,"Asparagus, green, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2710824,"Avocado, Hass, peeled, raw",0,.ProteinConversionFactor,,,,6.25,
2710824,"Avocado, Hass, peeled, raw",1,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710825,"Rice, black, unenriched, raw",0,.ProteinConversionFactor,,,,6.25,
2710825,"Rice, black, unenriched, raw",1,.CalorieConversionFactor,3.55,8.37,3.95,,6.25
2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",0,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",1,.ProteinConversionFactor,,,,6.25,
2710827,"Einkorn, grain, dry, raw",0,.ProteinConversionFactor,,,,5.83,
2710827,"Einkorn, grain, dry, raw",1,.CalorieConversionFactor,3.59,8.37,3.78,,5.83
2710828,"Farro, pearled, dry, raw",0,.ProteinConversionFactor,,,,5.83,
2710828,"Farro, pearled, dry, raw",1,.CalorieConversionFactor,3.59,8.37,3.78,,5.83
2710829,"Fonio, grain, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710829,"Fonio, grain, dry, raw",1,.CalorieConversionFactor,3.87,8.37,4.12,,6.25
2710830,"Khorasan, grain, dry, raw",0,.ProteinConversionFactor,,,,5.83,
2710830,"Khorasan, grain, dry, raw",1,.CalorieConversionFactor,3.59,8.37,3.78,,5.83
2710831,"Kiwifruit (kiwi), green, peeled, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710831,"Kiwifruit (kiwi), green, peeled, raw",1,.ProteinConversionFactor,,,,6.25,
2710832,"Mandarin, seedless, peeled, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710832,"Mandarin, seedless, peeled, raw",1,.ProteinConversionFactor,,,,6.25,
2710833,"Mango, Tommy Atkins, peeled, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710833,"Mango, Tommy Atkins, peeled, raw",1,.ProteinConversionFactor,,,,6.25,
2710834,"Mango, Ataulfo, peeled, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710834,"Mango, Ataulfo, peeled, raw",1,.ProteinConversionFactor,,,,6.25,
2710835,"Corn flour, masa harina, white or yellow, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710835,"Corn flour, masa harina, white or yellow, dry, raw",1,.CalorieConversionFactor,2.73,8.37,4.03,,6.25
2710836,"Pear, Anjou, green, with skin, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710836,"Pear, Anjou, green, with skin, raw",1,.ProteinConversionFactor,,,,6.25,
2710837,"Plum, black, with skin, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710837,"Plum, black, with skin, raw",1,.ProteinConversionFactor,,,,6.25,
2710838,"Rice, red, unenriched, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710838,"Rice, red, unenriched, dry, raw",1,.CalorieConversionFactor,3.55,8.37,3.95,,6.25
2710839,"Sorghum bran, white, unenriched, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710839,"Sorghum bran, white, unenriched, dry, raw",1,.CalorieConversionFactor,0.91,8.37,4.03,,6.25
2710840,"Sorghum flour, white, pearled, unenriched, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710840,"Sorghum flour, white, pearled, unenriched, dry, raw",1,.CalorieConversionFactor,2.28,8.37,4.07,,6.25
2710841,"Sorghum grain, white, pearled, unenriched, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710841,"Sorghum grain, white, pearled, unenriched, dry, raw",1,.CalorieConversionFactor,0.91,8.37,4.03,,6.25
2710842,"Sorghum, whole grain, white, dry, raw",0,.ProteinConversionFactor,,,,6.25,
2710842,"Sorghum, whole grain, white, dry, raw",1,.CalorieConversionFactor,0.91,8.37,4.03,,6.25
2710843,"Plantains, overripe, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2710843,"Plantains, overripe, raw",1,.ProteinConversionFactor,,,,6.25,
2727566,"Chicken, drumstick, meat and skin, raw",0,.ProteinConversionFactor,,,,6.25,
2727566,"Chicken, drumstick, meat and skin, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727567,"Chicken, thigh, meat and skin, raw",0,.ProteinConversionFactor,,,,6.25,
2727567,"Chicken, thigh, meat and skin, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727568,"Chicken, wing, meat and skin, raw",0,.ProteinConversionFactor,,,,6.25,
2727568,"Chicken, wing, meat and skin, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727569,"Chicken, breast, meat and skin, raw",0,.ProteinConversionFactor,,,,6.25,
2727569,"Chicken, breast, meat and skin, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727570,"Lamb, ground, raw",0,.ProteinConversionFactor,,,,6.25,
2727570,"Lamb, ground, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727571,"Bison, ground, raw",0,.ProteinConversionFactor,,,,6.25,
